,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,NumDealsPurchases,Web,Catalog,Store,WebVisits,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Spending,Time_With_Company,Children,Has_Child,TotalAcceptedCmp,Family_size
554,43,Undergraduate,Single,38593.0,1,0,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,177,100.16666666666667,1,Has Child,0,2
555,51,Postgraduate,Partner,64413.0,0,1,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,279,101.6,1,Has Child,0,3
556,40,Postgraduate,Partner,36959.0,1,0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,62,99.53333333333333,1,Has Child,0,3
557,44,Postgraduate,Partner,61996.0,0,1,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1230,107.66666666666667,1,Has Child,4,3
558,53,Graduate,Partner,51287.0,1,1,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,182,93.5,2,Has Child,0,4
559,51,Graduate,Partner,13260.0,1,1,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,49,100.86666666666666,2,Has Child,0,4
560,55,Postgraduate,Partner,47472.0,1,1,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,75,100.06666666666666,2,Has Child,0,4
561,65,Postgraduate,Partner,54603.0,1,1,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,227,102.36666666666666,2,Has Child,0,4
562,47,Postgraduate,Partner,45207.0,1,1,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,215,110.4,2,Has Child,1,4
563,70,Graduate,Partner,40689.0,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,444,106.13333333333334,1,Has Child,0,3
564,54,Undergraduate,Partner,47821.0,1,1,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,98.93333333333334,2,Has Child,0,4
565,70,Postgraduate,Partner,27450.0,0,0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,143,105.2,0,No Child,0,2
566,38,Graduate,Partner,39453.0,1,0,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,55,93.43333333333334,1,Has Child,0,3
567,50,Undergraduate,Partner,26850.0,1,1,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,63,92.93333333333334,2,Has Child,0,4
568,66,Graduate,Single,79800.0,0,0,23-09-2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,1867,112.0,0,No Child,4,1
569,60,Postgraduate,Partner,61794.0,0,1,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,611,100.13333333333334,1,Has Child,0,3
570,66,Graduate,Partner,53863.0,0,1,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,473,91.96666666666667,1,Has Child,1,3
571,62,Graduate,Partner,24221.0,0,0,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,100.96666666666667,0,No Child,0,2
572,37,Postgraduate,Single,39684.0,1,0,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,81,111.36666666666666,1,Has Child,1,2
573,46,Postgraduate,Partner,92163.0,0,0,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,2086,109.33333333333333,0,No Child,3,2
574,56,Postgraduate,Single,69882.0,0,0,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1478,98.23333333333333,0,No Child,0,1
575,44,Graduate,Partner,33178.0,1,0,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,49,95.53333333333333,1,Has Child,0,3
576,49,Postgraduate,Partner,59973.0,0,0,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,382,100.23333333333333,0,No Child,0,2
577,46,Postgraduate,Partner,17459.0,1,0,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,69,99.96666666666667,1,Has Child,1,3
578,52,Graduate,Single,23910.0,1,0,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,67,110.9,1,Has Child,0,2
579,52,Postgraduate,Partner,42169.0,1,1,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,30,98.96666666666667,2,Has Child,0,4
580,43,Undergraduate,Partner,26224.0,1,0,04-06-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,63,103.53333333333333,1,Has Child,0,3
581,40,Graduate,Partner,31089.0,1,0,17-08-2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,79,113.23333333333333,1,Has Child,0,3
582,60,Graduate,Single,30081.0,0,1,21-02-2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,42,106.96666666666667,1,Has Child,0,2
583,61,Graduate,Partner,62807.0,0,1,31-08-2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,819,112.76666666666667,1,Has Child,0,3
584,66,Graduate,Single,72906.0,0,0,17-09-2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,1151,100.03333333333333,0,No Child,0,1
585,73,Postgraduate,Partner,61467.0,0,2,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,594,109.43333333333334,2,Has Child,0,4
586,55,Postgraduate,Partner,49618.0,1,1,26-01-2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,129,107.83333333333333,2,Has Child,0,4
587,35,Postgraduate,Single,21888.0,1,0,29-12-2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,213,108.76666666666667,1,Has Child,1,2
588,48,Graduate,Single,42429.0,0,1,11-02-2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,67,95.13333333333334,1,Has Child,0,2
589,65,Graduate,Single,26150.0,2,1,11-03-2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,28,106.36666666666666,3,Has Child,0,4
590,46,Undergraduate,Partner,30801.0,0,1,26-10-2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,110.9,1,Has Child,0,3
591,56,Graduate,Partner,81168.0,0,0,07-05-2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,1193,92.3,0,No Child,1,2
592,52,Postgraduate,Single,26877.0,0,0,19-08-2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,268,101.0,0,No Child,0,1
593,77,Postgraduate,Single,45006.0,0,0,18-07-2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,266,102.06666666666666,0,No Child,0,1
594,48,Undergraduate,Partner,18978.0,1,0,11-12-2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,37,109.36666666666666,1,Has Child,0,3
595,54,Graduate,Partner,22574.0,2,1,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,98.66666666666667,3,Has Child,0,5
596,52,Postgraduate,Single,48240.0,0,0,09-11-2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,882,110.43333333333334,0,No Child,1,1
597,47,Graduate,Partner,45837.0,1,1,26-07-2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,373,101.8,2,Has Child,0,4
598,56,Postgraduate,Single,35791.0,2,1,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,104.5,3,Has Child,0,4
599,45,Postgraduate,Partner,162397.0,1,1,03-06-2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,107,103.56666666666666,2,Has Child,0,4
600,43,Graduate,Single,54162.0,1,1,18-03-2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,106.13333333333334,2,Has Child,0,3
601,61,Postgraduate,Partner,30522.0,0,1,17-08-2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,326,113.23333333333333,1,Has Child,0,3
602,60,Postgraduate,Partner,54456.0,0,1,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,404,102.3,1,Has Child,0,3
603,50,Graduate,Single,31632.0,0,0,14-07-2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,95,102.2,0,No Child,0,1
604,72,Graduate,Single,72298.0,0,0,10-03-2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,939,94.23333333333333,0,No Child,2,1
605,43,Undergraduate,Single,36975.0,1,0,28-12-2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,33,96.63333333333334,1,Has Child,0,2
606,66,Undergraduate,Partner,72635.0,0,0,03-06-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,981,103.56666666666666,0,No Child,1,2
607,45,Graduate,Partner,13624.0,1,0,20-01-2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,36,108.03333333333333,1,Has Child,0,3
608,46,Graduate,Single,84196.0,0,1,03-06-2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1237,103.56666666666666,1,Has Child,0,2
609,61,Graduate,Partner,70971.0,0,1,21-09-2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1825,112.06666666666666,1,Has Child,1,3
610,44,Postgraduate,Single,34487.0,1,1,06-09-2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,103,112.56666666666666,2,Has Child,0,3
611,44,Graduate,Single,28769.0,1,0,18-12-2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,191,109.13333333333334,1,Has Child,0,2
612,51,Postgraduate,Partner,69084.0,1,0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1586,97.93333333333334,1,Has Child,0,3
613,63,Postgraduate,Partner,65488.0,0,0,13-06-2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,963,91.06666666666666,0,No Child,0,2
614,51,Undergraduate,Partner,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,96.03333333333333,1,Has Child,0,3
615,61,Undergraduate,Single,32218.0,0,0,15-02-2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,93,95.0,0,No Child,2,1
616,48,Graduate,Single,83917.0,0,0,18-04-2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1587,105.1,0,No Child,1,1
617,59,Graduate,Single,46102.0,2,1,10-03-2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,94.23333333333333,3,Has Child,0,4
618,69,Graduate,Single,84574.0,0,0,04-06-2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,1375,103.53333333333333,0,No Child,0,1
619,59,Graduate,Partner,56181.0,0,1,08-01-2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,393,108.43333333333334,1,Has Child,0,3
620,71,Postgraduate,Single,63120.0,0,1,28-09-2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1477,111.83333333333333,1,Has Child,1,2
621,50,Graduate,Partner,73691.0,0,1,06-11-2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1179,98.36666666666666,1,Has Child,1,3
622,61,Graduate,Partner,63381.0,0,1,05-10-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,111.6,1,Has Child,0,3
623,73,Postgraduate,Partner,76140.0,0,0,13-05-2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,1348,92.1,0,No Child,0,2
624,62,Postgraduate,Single,62859.0,0,1,30-12-2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1307,108.73333333333333,1,Has Child,0,2
625,57,Graduate,Single,45906.0,0,1,07-05-2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,486,104.46666666666667,1,Has Child,1,2
626,74,Postgraduate,Partner,77632.0,0,0,10-03-2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,2252,106.4,0,No Child,3,2
627,50,Postgraduate,Partner,46463.0,1,1,18-08-2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,235,101.03333333333333,2,Has Child,0,4
628,51,Graduate,Partner,105471.0,0,0,21-01-2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,1724,108.0,0,No Child,3,2
629,51,Postgraduate,Single,55282.0,1,0,13-12-2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,235,97.13333333333334,1,Has Child,0,2
630,44,Postgraduate,Partner,78710.0,0,1,23-05-2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1092,91.76666666666667,1,Has Child,0,3
631,63,Graduate,Partner,66886.0,0,1,16-09-2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,599,100.06666666666666,1,Has Child,0,3
632,61,Postgraduate,Single,98777.0,0,0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2008,94.93333333333334,0,No Child,1,1
633,36,Graduate,Partner,29103.0,1,0,27-08-2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,48,112.9,1,Has Child,0,3
634,47,Graduate,Partner,67445.0,0,1,12-08-2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1174,113.4,1,Has Child,0,3
635,71,Postgraduate,Partner,50616.0,0,1,13-04-2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,67,93.1,1,Has Child,0,3
636,66,Graduate,Single,49431.0,0,1,03-08-2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,365,113.7,1,Has Child,0,2
637,46,Graduate,Single,153924.0,0,0,07-02-2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,95.26666666666667,0,No Child,0,1
638,68,Graduate,Partner,61278.0,0,1,04-01-2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,165,96.4,1,Has Child,0,3
639,63,Undergraduate,Partner,26490.0,0,0,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,112.03333333333333,0,No Child,0,2
640,74,Postgraduate,Partner,73059.0,0,1,31-08-2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1095,100.6,1,Has Child,0,3
641,55,Postgraduate,Single,46734.0,1,2,21-10-2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,223,98.9,3,Has Child,1,4
642,58,Graduate,Partner,56253.0,0,1,07-12-2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,597,109.5,1,Has Child,0,3
643,36,Graduate,Partner,19986.0,1,0,14-11-2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,98.1,1,Has Child,0,3
644,46,Graduate,Single,58330.0,0,1,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,96.73333333333333,1,Has Child,0,2
645,41,Undergraduate,Partner,25965.0,0,0,07-09-2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,74,112.53333333333333,0,No Child,0,2
646,65,Postgraduate,Partner,14661.0,0,0,01-01-2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,26,108.66666666666667,0,No Child,0,2
647,62,Graduate,Partner,18690.0,0,0,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,108.8,0,No Child,0,2
648,47,Postgraduate,Partner,45068.0,0,1,16-05-2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,104.16666666666667,1,Has Child,0,3
649,34,Undergraduate,Single,21063.0,1,0,25-09-2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,59,99.76666666666667,1,Has Child,0,2
650,53,Postgraduate,Partner,29187.0,1,0,09-05-2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,34,104.4,1,Has Child,0,3
651,50,Undergraduate,Partner,54690.0,1,1,07-11-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,198,98.33333333333333,2,Has Child,0,4
652,57,Postgraduate,Partner,59304.0,0,1,29-07-2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1048,101.7,1,Has Child,0,3
653,59,Postgraduate,Single,59247.0,0,2,08-11-2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,574,98.3,2,Has Child,0,3
654,51,Graduate,Single,66731.0,0,1,12-09-2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1029,112.36666666666666,1,Has Child,0,2
655,41,Graduate,Partner,77353.0,0,1,16-12-2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,670,97.03333333333333,1,Has Child,0,3
656,46,Postgraduate,Single,52614.0,0,1,01-12-2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,109.7,1,Has Child,0,2
657,47,Graduate,Partner,26751.0,2,0,22-05-2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,11,91.8,2,Has Child,0,4
658,58,Postgraduate,Partner,81300.0,0,1,30-10-2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1241,110.76666666666667,1,Has Child,2,3
659,42,Graduate,Single,70337.0,0,0,02-01-2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,576,96.46666666666667,0,No Child,0,1
660,36,Undergraduate,Partner,36145.0,1,0,16-06-2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,172,103.13333333333334,1,Has Child,2,3
661,41,Postgraduate,Single,65295.0,0,0,23-12-2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,664,96.8,0,No Child,0,1
662,58,Graduate,Single,68118.0,0,1,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,99.0,1,Has Child,0,2
663,54,Graduate,Single,68743.0,0,0,30-08-2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2074,112.8,0,No Child,0,1
664,39,Undergraduate,Partner,41039.0,0,0,25-07-2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,467,101.83333333333333,0,No Child,0,2
665,66,Graduate,Partner,38946.0,0,1,24-10-2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,257,98.8,1,Has Child,0,3
666,54,Graduate,Partner,65777.0,0,0,19-12-2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,1146,96.93333333333334,0,No Child,0,2
667,45,Postgraduate,Single,66476.0,0,1,07-03-2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,689,106.5,1,Has Child,0,2
668,49,Postgraduate,Single,86857.0,0,0,12-09-2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,112.36666666666666,0,No Child,1,1
669,32,Postgraduate,Partner,77845.0,0,0,16-05-2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,1346,92.0,0,No Child,2,2
670,52,Postgraduate,Partner,69476.0,0,0,30-09-2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,1044,99.6,0,No Child,0,2
671,61,Postgraduate,Single,50611.0,0,1,04-10-2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,493,111.63333333333334,1,Has Child,2,2
672,51,Graduate,Single,61209.0,0,0,25-08-2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,957,100.8,0,No Child,0,1
673,63,Postgraduate,Partner,42315.0,0,1,12-07-2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,270,102.26666666666667,1,Has Child,0,3
674,69,Undergraduate,Partner,13084.0,0,0,02-11-2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,29,98.5,0,No Child,0,2
675,72,Postgraduate,Single,47570.0,1,1,29-05-2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,121,103.73333333333333,2,Has Child,1,3
676,60,Postgraduate,Partner,61923.0,0,2,26-07-2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,126,101.8,2,Has Child,0,4
677,26,Graduate,Single,34824.0,0,0,26-03-2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,23,93.7,0,No Child,0,1
678,72,Postgraduate,Single,26518.0,1,1,08-04-2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,57,105.43333333333334,2,Has Child,1,3
679,60,Graduate,Single,45938.0,0,0,03-11-2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,636,98.46666666666667,0,No Child,0,1
680,61,Graduate,Partner,78468.0,0,0,09-04-2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,1004,93.23333333333333,0,No Child,1,2
681,48,Graduate,Single,78901.0,0,1,17-09-2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,734,100.03333333333333,1,Has Child,0,2
682,43,Graduate,Partner,71427.0,2,0,12-03-2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,614,94.16666666666667,2,Has Child,0,4
683,43,Graduate,Single,71022.0,0,1,11-02-2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1453,95.13333333333334,1,Has Child,1,2
684,33,Postgraduate,Single,90247.0,0,0,29-04-2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,1621,92.56666666666666,0,No Child,4,1
685,53,Postgraduate,Single,41335.0,1,0,26-12-2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,96.7,1,Has Child,0,2
686,35,Graduate,Partner,71952.0,1,0,10-01-2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,108.36666666666666,1,Has Child,2,3
687,51,Postgraduate,Single,35682.0,1,0,27-06-2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,57,90.6,1,Has Child,0,2
688,70,Graduate,Single,43185.0,0,1,10-04-2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,637,105.36666666666666,1,Has Child,0,2
689,73,Postgraduate,Partner,66375.0,0,1,21-11-2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,948,97.86666666666666,1,Has Child,1,3
690,50,Postgraduate,Partner,35178.0,1,0,10-01-2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,59,108.36666666666666,1,Has Child,2,3
691,35,Graduate,Partner,25252.0,1,0,12-07-2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,18,102.26666666666667,1,Has Child,0,3
692,56,Postgraduate,Single,55250.0,0,1,21-10-2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,903,111.06666666666666,1,Has Child,0,2
693,46,Graduate,Single,33249.0,1,0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,107.0,1,Has Child,0,2
694,68,Graduate,Partner,58398.0,0,0,14-05-2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,596,104.23333333333333,0,No Child,0,2
695,39,Graduate,Partner,50272.0,1,0,07-08-2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,233,101.4,1,Has Child,0,3
696,46,Postgraduate,Partner,76618.0,0,0,07-12-2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,1511,109.5,0,No Child,0,2
697,61,Undergraduate,Single,87305.0,0,0,23-09-2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,1152,112.0,0,No Child,2,1
698,43,Graduate,Partner,25851.0,1,0,11-02-2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,48,107.3,1,Has Child,0,3
699,51,Graduate,Single,58710.0,0,1,31-03-2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1185,105.7,1,Has Child,0,2
700,63,Graduate,Single,45160.0,1,1,29-03-2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,21,93.6,2,Has Child,0,3
701,56,Postgraduate,Partner,74806.0,0,1,19-12-2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,965,109.1,1,Has Child,0,3
702,67,Graduate,Partner,59111.0,0,0,02-05-2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,869,104.63333333333334,0,No Child,0,2
703,37,Postgraduate,Partner,18988.0,1,0,23-05-2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,16,91.76666666666667,1,Has Child,0,3
704,56,Graduate,Partner,72190.0,0,0,13-02-2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,1947,107.23333333333333,0,No Child,0,2
705,45,Graduate,Partner,7500.0,1,0,01-08-2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,71,113.76666666666667,1,Has Child,2,3
706,55,Graduate,Partner,44794.0,0,1,08-06-2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,91.23333333333333,1,Has Child,0,3
707,66,Graduate,Partner,80395.0,0,0,23-11-2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,1380,97.8,0,No Child,1,2
708,45,Postgraduate,Single,75012.0,0,0,25-01-2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,1027,95.7,0,No Child,0,1
709,56,Postgraduate,Partner,56962.0,2,1,11-10-2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,411,99.23333333333333,3,Has Child,0,5
710,30,Graduate,Partner,89891.0,0,0,15-04-2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,836,105.2,0,No Child,1,2
711,72,Postgraduate,Single,35946.0,1,1,27-09-2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,11,99.7,2,Has Child,0,3
